,weapon,map,distance,killer name
62,Punch,MIRAMAR,4673.4449589162805,TrickMoon
63,Punch,MIRAMAR,3749.271764328774,WaitForYouLoveMe
64,Punch,MIRAMAR,3742.8066593674057,LYChahaha
65,Punch,MIRAMAR,5475.29411640772,rs911
66,P1911,MIRAMAR,6649.7559401363005,malata1984
67,P1911,MIRAMAR,6482.386514999318,zhongguohaha
68,P1911,MIRAMAR,4566.533406027815,hz458nb
69,Punch,MIRAMAR,5313.858212264418,Assassin-Creed77
70,Punch,MIRAMAR,4672.177480622177,Wangqishanzhifu
71,Punch,MIRAMAR,3976.3480168603196,INDIEcisive
72,Punch,MIRAMAR,3748.8769960962977,WAYJ_TGLHLwez
73,Punch,MIRAMAR,8615.267481170447,ShawnHe3
74,R45,MIRAMAR,3738.353931751915,Duztyx
75,Punch,MIRAMAR,7330.045089399177,Bum0nTheRun
76,Hit by Car,MIRAMAR,3189.440491442504,Belfastscum
77,Hit by Car,MIRAMAR,3986.9870679781493,ELMAKINA
78,Hit by Car,MIRAMAR,3596.2099551277597,Brilliant_king
79,P1911,MIRAMAR,4837.676657141112,DtotheG
80,Hit by Car,MIRAMAR,5201.453148303943,Dom3inator
81,Hit by Car,MIRAMAR,5822.2002389661075,FlyRiceBall
82,Hit by Car,MIRAMAR,4843.0390725033385,NBSteel
83,P1911,MIRAMAR,3186.874279330768,Ripplery
84,R45,MIRAMAR,3255.165133704433,zm7066
85,Machete,MIRAMAR,3659.311986345657,bulingbulingda
86,Punch,MIRAMAR,2547.754264459781,DoVEp
87,Punch,MIRAMAR,3711.936440757708,hetaoka
88,Punch,MIRAMAR,4594.444023541912,chijidiergaoshou
89,Punch,MIRAMAR,6187.9958280335,527xiaolong
90,Pan,MIRAMAR,7340.982784903888,qiaowei123
91,Pan,MIRAMAR,7309.562644077877,nTgMing
92,Punch,MIRAMAR,3981.6790820764295,zzzk113
93,Punch,MIRAMAR,4712.368875313561,527xiaolong
94,Punch,MIRAMAR,3747.3579466223932,NaocanNa
95,Hit by Car,MIRAMAR,2794.07732866093,MaxRare
96,P92,MIRAMAR,3800.219676819354,hondadealer
97,P92,MIRAMAR,3655.92879371467,bbbitmap
98,Hit by Car,MIRAMAR,3260.3016625499545,niheige123
99,Punch,MIRAMAR,3718.6726127607685,JSCoyt
100,P92,MIRAMAR,4326.18223653246,SwaggyBumpNDump
101,P1911,MIRAMAR,7665.887740061031,Refferee
102,P1911,MIRAMAR,5469.242644822499,DankDood69
103,Hit by Car,MIRAMAR,4541.077889891452,Poonytunes
104,P92,MIRAMAR,5573.447255794209,shimikaku
105,P92,MIRAMAR,4904.349708896583,xXasseater69Xx
106,P92,MIRAMAR,5598.533960284692,Salted_Shrimp
107,Punch,MIRAMAR,4066.508027895801,Qqianerzi
108,Machete,MIRAMAR,4483.419336035946,lijw8080
109,P1911,MIRAMAR,3741.1697740428726,TP1111111
110,P92,MIRAMAR,3178.432631235874,Anunya
111,Punch,MIRAMAR,4655.32770370336,XHKBZ666
112,Hit by Car,MIRAMAR,3628.607921639648,largeashmachine
113,R45,MIRAMAR,4099.831235200054,Lokyi666
114,P1911,MIRAMAR,3663.846659450966,preme
115,Machete,MIRAMAR,3661.8532273313467,Jamesray20211
116,Punch,MIRAMAR,3636.99201474419,preme
117,Punch,MIRAMAR,3636.4919978700623,preme
118,Hit by Car,MIRAMAR,5410.509009212073,DoG_McNasty
119,Hit by Car,MIRAMAR,5420.639575889269,DoG_McNasty
120,P92,MIRAMAR,3726.168984058694,lianhuaru
121,Punch,MIRAMAR,5226.120427233666,Q_John
122,Punch,MIRAMAR,5115.7952167884905,YooTaerr
123,Punch,MIRAMAR,4869.286379173133,JUNJUNYEYE
124,Crowbar,MIRAMAR,4625.440034245498,Joeeigel
125,P92,MIRAMAR,4962.82784977698,dlrmm
126,Punch,MIRAMAR,4628.557503456558,zxccz8866
127,Punch,MIRAMAR,3803.8996143837708,kso980
128,Punch,MIRAMAR,3663.3398828765535,NotInTheFacePlzz
129,Hit by Car,MIRAMAR,4525.3848720829255,Littlexianyu
130,P92,MIRAMAR,4870.214528396568,cc668
131,P92,MIRAMAR,3793.436451726851,badgez
132,Hit by Car,MIRAMAR,4337.952553634491,Clubcm134
133,P1911,MIRAMAR,5431.300162958037,TGavin9633
134,P92,MIRAMAR,4590.151748381528,Sorrymyson0
135,P1911,MIRAMAR,5382.965818341038,TGavin9633
136,Punch,MIRAMAR,8869.13094797258,PsychoticYuppie
137,P1911,MIRAMAR,3671.2195710865617,YCYXH66666
138,Punch,MIRAMAR,8867.71911394593,PsychoticYuppie
139,Pan,MIRAMAR,3664.8934129719237,Argonitight
140,Hit by Car,MIRAMAR,5222.423692986715,DeviIncarnate
141,Hit by Car,MIRAMAR,4817.484562238887,Myonlyone
142,R45,MIRAMAR,3749.4084543565004,kuquangdeptrai
143,Punch,MIRAMAR,8849.649165842564,PsychoticYuppie
144,P1911,MIRAMAR,9168.094596011422,li461500
145,P1911,MIRAMAR,3269.342509576199,Trilogy420
146,Sickle,MIRAMAR,4876.681256827126,ZYLynx
147,Punch,MIRAMAR,3055.164766913294,Listeningpangzi
148,P92,MIRAMAR,2921.785258369445,Zephyrox
149,Punch,MIRAMAR,3790.239347744282,Deltapwn
150,P18C,MIRAMAR,5961.093321467549,LuluCthulhu95
151,R45,MIRAMAR,2952.443820940883,DRxiangge
152,P1911,MIRAMAR,2210.461469665612,shidayao
153,P92,MIRAMAR,3711.4079307611823,Pok87
154,P18C,MIRAMAR,6562.075475304821,LuluCthulhu95
155,P92,MIRAMAR,3709.767662309461,QB_LinhDanhThue
156,P92,MIRAMAR,3724.455191882163,Pok87
157,Punch,MIRAMAR,7939.7880734382325,yennifer
158,Punch,MIRAMAR,7960.106166782702,yennifer
159,Punch,MIRAMAR,2186.4489187998424,asdjkhaskd
160,Crowbar,MIRAMAR,3673.6385484890866,Destriy
161,Punch,MIRAMAR,3707.8973099054397,TFboy_jie
162,Hit by Car,MIRAMAR,7965.814778562015,yennifer
163,Punch,MIRAMAR,7942.049562371919,yennifer
164,Punch,MIRAMAR,5051.510626624079,jewskilledjesus
165,Punch,MIRAMAR,3731.0746553438194,MartinLL
166,Hit by Car,MIRAMAR,4211.376586943751,Hoodzciple
167,Punch,MIRAMAR,3783.4296139904595,DaSode
168,Punch,MIRAMAR,3783.9296554666553,WsIaM
169,Punch,MIRAMAR,3730.377078192633,Dart_Like_Tom
170,P92,MIRAMAR,4315.582748058018,FeelTheWave
171,Hit by Car,MIRAMAR,5628.668889608982,Hoodzciple
172,Punch,MIRAMAR,3655.9523206499834,MIEEDDDDDDDD
173,P92,MIRAMAR,2038.587975379282,mr_saz
174,Hit by Car,MIRAMAR,4273.576775342406,Xv_HitMarker_vX
175,P1911,MIRAMAR,2867.036124458846,Curazi
176,Punch,MIRAMAR,5963.603272474138,YK630455458
177,Punch,MIRAMAR,5959.762445973161,YK630455458
178,R45,MIRAMAR,7110.25780630133,YY50132-ali
179,Punch,MIRAMAR,5965.154847609344,YK630455458
180,P92,MIRAMAR,4672.974452808083,Mr-Phibua
181,Punch,MIRAMAR,5942.825318500806,YK630455458
182,P1911,MIRAMAR,5950.8254443233545,lxy171241522
183,Sickle,MIRAMAR,6074.521390612515,G0g37f-_-ck3d
184,R45,MIRAMAR,3788.297710629538,bigkingkun
185,R45,MIRAMAR,3792.6987078126836,bigkingkun
186,R45,MIRAMAR,3799.193108612538,bigkingkun
187,P92,MIRAMAR,3800.027093333546,F_kaka_F
188,Punch,MIRAMAR,6396.796409863456,Dapeng66
189,R45,MIRAMAR,6523.111526211553,FCTONG
190,R45,MIRAMAR,6572.467451514461,FCTONG
191,P18C,MIRAMAR,2678.227933705606,Raypoint
192,R45,MIRAMAR,3186.9340973198678,sadfrog_
193,R45,MIRAMAR,3218.8054036503977,sadfrog_
194,Punch,MIRAMAR,3526.4048895556507,#unknown
195,P1911,MIRAMAR,2961.658705551502,Mwwya
196,P92,MIRAMAR,3656.1196620429423,nemboo1
197,P92,MIRAMAR,4874.188891865497,Earls86
198,P1911,MIRAMAR,6827.792832660493,Chengquanzhao
199,Hit by Car,MIRAMAR,4680.178445522884,Sakura_SYH
200,P18C,MIRAMAR,5052.577365982633,rmj85200
201,Hit by Car,MIRAMAR,3499.299743996933,YJDyjd
202,Punch,MIRAMAR,4849.137197926761,cenxi007
203,Punch,MIRAMAR,3836.4294769440244,393354373
204,Punch,MIRAMAR,3800.8139271963837,393354373
205,Punch,MIRAMAR,3841.138832000999,jesus_loves_you
206,R45,MIRAMAR,6365.412601835406,yyy19860706
207,Punch,MIRAMAR,3809.069398765662,aman5347
208,Punch,MIRAMAR,7998.9753497093,#unknown
209,Crowbar,MIRAMAR,4643.971167185796,Lee_S-Smile
210,Machete,MIRAMAR,6373.446000410531,xiaowangshu2
211,R45,MIRAMAR,4686.856502991744,ROBOTkaen
212,Hit by Car,MIRAMAR,6387.2044334643,WG774654844
213,Punch,MIRAMAR,4603.620229272828,Ci970802
214,Punch,MIRAMAR,3973.01789926562,xiaofengfeng1993
215,Punch,MIRAMAR,4610.354437510526,Ci970802
216,Punch,MIRAMAR,4171.574181319325,YYLlove1
217,P92,MIRAMAR,3866.2566098602406,badaoshuang
218,P92,MIRAMAR,3238.3579641948177,ckp2lyq
219,P92,MIRAMAR,3775.786221021524,Blackword_
220,R45,MIRAMAR,6071.962585553372,ABoxOfQuestions
221,Punch,MIRAMAR,4770.653041363834,Madscars
222,R45,MIRAMAR,6071.273737493394,Karmacide
223,Punch,MIRAMAR,4286.671950044463,Duyphuong9
224,P92,MIRAMAR,6928.731043705478,lX_HAUNT_Xl
225,P1911,MIRAMAR,3970.678126044593,Gener1cWhit3Male
226,P92,MIRAMAR,8679.499622360323,hertisfaen
227,R45,MIRAMAR,4149.113678668373,linglong007
228,Hit by Car,MIRAMAR,7114.036257234356,Timekills-H
229,Punch,MIRAMAR,4301.669279612509,Duyphuong9
230,Punch,MIRAMAR,4304.339572167837,Duyphuong9
231,P92,MIRAMAR,4329.545010608505,#unknown
232,Hit by Car,MIRAMAR,3323.468377722436,wshinidiedi3
233,P1911,MIRAMAR,7454.288741762891,FATBOY233
234,P1911,MIRAMAR,7212.341563911821,FATBOY233
235,P1911,MIRAMAR,7182.909972564741,FATBOY233
236,P1911,MIRAMAR,3277.7493009148825,SilentDevo
237,Hit by Car,MIRAMAR,4507.837736216556,BiggerGnome
238,P18C,MIRAMAR,5042.639336080362,GhostNova_
239,P92,MIRAMAR,3030.60257187593,yzzihc
240,Punch,MIRAMAR,3992.072200646301,Lord_Baelish
241,Punch,MIRAMAR,4589.70967494078,elranger
242,Punch,MIRAMAR,6053.875964537512,eventuallyman
243,Punch,MIRAMAR,5176.957378061461,NyKo_
244,P92,MIRAMAR,3805.6342224871005,Hekrui
245,Machete,MIRAMAR,3741.564440064209,Noob_Noob_is_Bae
246,Punch,MIRAMAR,6258.6952375175615,lidage0215
247,P92,MIRAMAR,3797.723995135639,Hekrui
248,Punch,MIRAMAR,7512.732718337383,MACK4
249,P92,MIRAMAR,4966.359112696544,HY-TV
250,Punch,MIRAMAR,4629.911168315975,ILikePenis
251,Punch,MIRAMAR,4656.815090719407,changshunaini
252,Punch,MIRAMAR,3764.4041796688093,6duard
253,R45,MIRAMAR,5519.029002618215,pukinaenae
254,Punch,MIRAMAR,3736.2903789615975,CMN_Rossoneri_7
255,R45,MIRAMAR,3212.832474015724,Neoarcus
256,Punch,MIRAMAR,4673.268068478525,JiuguiGe
257,Punch,MIRAMAR,4662.307295055207,July-P
258,P1911,MIRAMAR,3874.067260440634,Runoz
259,Punch,MIRAMAR,3750.678055363456,BOYBOBOBO
260,Punch,MIRAMAR,3763.5105448909003,Kopderam
261,Punch,MIRAMAR,7314.489156659542,kingofruning
262,Punch,MIRAMAR,9055.393209019529,cc-yao5
263,Punch,MIRAMAR,4113.377705010081,b3802256
264,P1911,MIRAMAR,8716.14658604231,duduluee
265,Punch,MIRAMAR,3874.0327344519173,J_ZHANG
266,P92,MIRAMAR,2104.5188675108143,xocjs308
267,Punch,MIRAMAR,3805.0270295871755,YUEYUHANG
268,P18C,MIRAMAR,2087.060917635611,ScaredyKat
269,Hit by Car,MIRAMAR,4779.791756107059,liyan8191
270,Punch,MIRAMAR,4650.106644010006,Mr_DXN
271,Punch,MIRAMAR,8150.122859967327,Aersh22
272,P1911,MIRAMAR,4650.155674686601,Mr_DXN
273,Punch,MIRAMAR,7731.2008584067335,Aersh22
274,Punch,MIRAMAR,7724.318228172762,Aersh22
275,Punch,MIRAMAR,8155.9255639907,Aersh22
276,P1911,MIRAMAR,3768.976532108551,hongsheliqun
277,P92,MIRAMAR,3711.7492375914885,ribaonanshu
278,Hit by Car,MIRAMAR,7389.881857190681,ahnQ
279,Punch,MIRAMAR,7260.0844864820965,Mmmmmnl
280,P1911,MIRAMAR,4868.3048518211135,SDULAHHDJASKJBDN
281,Punch,MIRAMAR,7258.869275830843,Mmmmmnl
282,R45,MIRAMAR,3707.0425311324666,kefei
283,Hit by Car,MIRAMAR,5266.979250918404,BEAT-YA
284,Punch,MIRAMAR,7263.14826098793,Mmmmmnl
285,Punch,MIRAMAR,3785.527811430528,LONGJie-
286,Punch,MIRAMAR,7261.827753150097,Mmmmmnl
287,Punch,MIRAMAR,3038.2301452531538,xss23113
288,Punch,MIRAMAR,8299.242327263977,LastSkPirate
289,Punch,MIRAMAR,7704.14777525691,Mnipple
290,P92,MIRAMAR,2125.787736585664,maiguama87
291,R45,MIRAMAR,4671.200922086311,KenTiiiii
292,Punch,MIRAMAR,4886.928430513588,18673795755
293,P92,MIRAMAR,4699.827401107406,135513212214
294,Punch,MIRAMAR,3479.544812934301,duyeya
295,Punch,MIRAMAR,4970.516231120064,70bu
296,Punch,MIRAMAR,6030.6721833634765,Duang-aaa
297,Punch,MIRAMAR,6000.445387396256,F-shen
298,Punch,MIRAMAR,8343.434374711951,#unknown
299,Punch,MIRAMAR,3823.9698422921692,sgfthjfy
300,Punch,MIRAMAR,3685.9353440243635,OlenPrime
301,Punch,MIRAMAR,8612.329245959712,qingfengyue
302,P18C,MIRAMAR,8688.078345728703,qingfengyue
303,Punch,MIRAMAR,7028.965278417728,diwangbaqi
304,Hit by Car,MIRAMAR,3859.5973028248686,TheRealBob
305,Hit by Car,MIRAMAR,3852.3197862390657,TheRealBob
306,Hit by Car,MIRAMAR,3839.3737320570917,TOWL_69
307,Punch,MIRAMAR,8813.770823249484,a1292015108
308,Hit by Car,MIRAMAR,8812.838851323779,momochiji233
309,Hit by Car,MIRAMAR,9172.130774930383,LIBUTING
310,P1911,MIRAMAR,2128.7635443273166,WalterWen
311,Punch,MIRAMAR,3721.003221023196,Frank-Xena
312,Hit by Car,MIRAMAR,4208.8728115633285,Tangjiayi
313,Hit by Car,MIRAMAR,2695.916509117447,Mynnnnnn
314,Punch,MIRAMAR,4993.17653396723,k7dakmil
315,Punch,MIRAMAR,5435.311199744499,Gonzaa
316,Punch,MIRAMAR,5433.281687042648,Gonzaa
317,P1911,MIRAMAR,5568.548780161847,choiwsh
318,Punch,MIRAMAR,4027.3091107022074,Gonzaa
319,P92,MIRAMAR,3735.059719867006,ai1688
320,P1911,MIRAMAR,5975.942603415256,LAIFUQAQ
321,P92,MIRAMAR,6497.894569612299,MistaUnderhill
322,Punch,MIRAMAR,4665.889766628119,The-K0er
323,Punch,MIRAMAR,6484.602939256189,FANHUADADAO
324,P1911,MIRAMAR,6559.237259413095,R0-0L
325,Punch,MIRAMAR,5659.269752692303,Tabsco
326,Punch,MIRAMAR,3863.8820663510164,ZyFeX
327,Hit by Car,MIRAMAR,1790.752666087084,ConChimMuaHa
328,Punch,MIRAMAR,3856.369732028427,ZyFeX
329,Punch,MIRAMAR,3848.046322852286,ZyFeX
330,Hit by Car,MIRAMAR,1798.721529672117,ConChimMuaHa
331,Hit by Car,MIRAMAR,1806.0203906559304,ConChimMuaHa
332,Punch,MIRAMAR,2662.569032705443,ZyFeX
333,Hit by Car,MIRAMAR,1793.2283765970801,ConChimMuaHa
334,Punch,MIRAMAR,1666.0608571417793,DragonBlades
335,Punch,MIRAMAR,7536.610917488046,Gassy_Armenian
336,P1911,MIRAMAR,6258.3247254512125,wang937855003
337,P1911,MIRAMAR,5054.948594072248,XIGUADAO666
338,R45,MIRAMAR,3650.181065343472,Brothier
339,Hit by Car,MIRAMAR,6039.273148563906,SAMUFELL
340,Punch,MIRAMAR,3753.117289288066,snekidoodle
341,P1911,MIRAMAR,3309.45459286164,AKdatianxia
342,Punch,MIRAMAR,7571.280608501114,breathsmoke
343,Punch,MIRAMAR,3186.0348384843505,Neik____
344,P92,MIRAMAR,8758.063159202553,King-Norman
345,P1911,MIRAMAR,4584.370842994489,STARzhan
346,P92,MIRAMAR,3725.143112881034,Cloud-Mark
347,Punch,MIRAMAR,3752.6079047383832,HongChen911
348,Punch,MIRAMAR,4948.726920735069,bananaxj
349,P1911,MIRAMAR,4773.168707695235,Roo75
350,P1911,MIRAMAR,3892.9160296550194,lilPeep-sage
351,Punch,MIRAMAR,2542.826676559966,Shuo_Ge
352,Punch,MIRAMAR,3798.9439038659157,dewy-
353,Punch,MIRAMAR,3879.4885476682366,spewing
354,P1911,MIRAMAR,3887.1045036382798,CCTV-ChiJ1
355,Punch,MIRAMAR,3723.0025204450235,PapaNuntis
356,P1911,MIRAMAR,3886.9503973517594,60DXIII-Louis
357,P1911,MIRAMAR,3876.0789861430844,60DXIII-Louis
358,Hit by Car,MIRAMAR,3922.6814816574133,GAME_AOKI
359,Punch,MIRAMAR,3804.0103459115358,KenBi-VNz
360,Hit by Car,MIRAMAR,3220.8856443948766,A-never
361,Hit by Car,MIRAMAR,2989.6623333267926,yangjingchiji
362,P92,MIRAMAR,5744.526754065385,xzcxgo
363,Punch,MIRAMAR,1996.4892722926313,Cait-
364,Punch,MIRAMAR,1262.9256595249383,Cait-
365,Punch,MIRAMAR,4583.39782781028,Luguan_666-
366,P92,MIRAMAR,5581.966992969592,lujiahaoshiwoer
367,Punch,MIRAMAR,2007.5344888340749,GANNI203
368,Punch,MIRAMAR,3762.255243131306,kang350
369,Punch,MIRAMAR,3738.0119575583217,CHIJIShotGun
370,P1911,MIRAMAR,3264.474544878701,liyaoThreetu
371,Punch,MIRAMAR,3924.615133416906,londey_days
372,P92,MIRAMAR,4845.242567907617,Lionellll
373,Punch,MIRAMAR,3941.5257514527293,londey_days
374,Punch,MIRAMAR,3931.23563993053,londey_days
375,P92,MIRAMAR,3747.5776891833743,la_z-rider
376,Punch,MIRAMAR,3947.5207562728533,londey_days
377,Punch,MIRAMAR,3909.331546455609,londey_days
378,P1911,MIRAMAR,4648.050797517708,4A56SF465AS4F
379,Punch,MIRAMAR,4665.401801412714,Clangl
380,Punch,MIRAMAR,6483.156619885966,dongge9696
381,Punch,MIRAMAR,5591.565620921568,Sayonara-o
382,Punch,MIRAMAR,4663.522743725927,Ciron_kuki
383,P92,MIRAMAR,6424.453032442984,dongge9696
384,P92,MIRAMAR,2684.1605573215993,Gebwang
385,Punch,MIRAMAR,4864.365903691457,#unknown
386,Punch,MIRAMAR,4923.582061486738,zyx220
387,Pan,MIRAMAR,5646.955420656072,LeoNTC
388,P1911,MIRAMAR,5329.402663841886,Dr_NUCL34R
389,P92,MIRAMAR,7601.948481070166,zhydefuqin
390,Hit by Car,MIRAMAR,6548.13230435435,uhjgfyitu
391,R45,MIRAMAR,3157.739838572044,buhaiyang0325
392,Punch,MIRAMAR,3819.162586606912,Nice-TL
393,Crowbar,MIRAMAR,6368.09434420094,MiniJayXD
394,P92,MIRAMAR,5407.992585102258,Chinawle
395,Punch,MIRAMAR,3823.955768622984,chenank
396,Punch,MIRAMAR,5352.781114738487,LucasHeroXx
397,P1911,MIRAMAR,4670.359688470471,1JYOOO
398,R45,MIRAMAR,5462.7042732493765,o0ColdStar0o
399,Punch,MIRAMAR,3276.5312783669565,Teadogdog
400,P1911,MIRAMAR,6294.000220935014,Big_Sky_Beast
401,Punch,MIRAMAR,5298.250370739854,CurlyAiko
402,Punch,MIRAMAR,5291.822724718016,KL6507
403,P1911,MIRAMAR,4634.295656440146,lalalas
404,P1911,MIRAMAR,4634.831177582307,lalalas
405,R45,MIRAMAR,4475.358512181118,SingleWuu
406,Crowbar,MIRAMAR,4240.439757170593,1st_Cz
407,P92,MIRAMAR,3751.976129831985,Firmtiei
408,Punch,MIRAMAR,5082.262753097778,fvgfcvgg
409,Hit by Car,MIRAMAR,4215.04269107123,fvgfcvgg
410,Hit by Car,MIRAMAR,4878.878304901856,fvgfcvgg
411,Punch,MIRAMAR,4652.772502073361,Se7en_Kris
412,Punch,MIRAMAR,3715.1988655942764,AAshengya
413,Punch,MIRAMAR,5605.505354304195,AAshengya
414,P1911,MIRAMAR,3713.71225331433,SunYtsunday
415,P18C,MIRAMAR,2213.178622346827,dawdagl
416,Punch,MIRAMAR,4958.910085387716,GH-NO-1
417,P1911,MIRAMAR,2158.075936773542,AngelDouche
418,P92,MIRAMAR,4671.401146354699,hushibayaryou
419,Pan,MIRAMAR,3784.786515806935,LIESIWUDU
420,P1911,MIRAMAR,4171.8250028044085,dumo52
421,Punch,MIRAMAR,7570.99114968562,phullritard
422,R45,MIRAMAR,5424.138855715256,Stucuysc
423,Punch,MIRAMAR,4957.789498614907,KillahJ
424,R45,MIRAMAR,5430.855441919441,Magewright
425,Punch,MIRAMAR,4493.219996512635,Corsair02
426,Hit by Car,MIRAMAR,4083.710923206123,antwwww
427,Hit by Car,MIRAMAR,4179.4241546138865,LmiraO
428,Punch,MIRAMAR,8382.106806051686,woweisichon012
429,Hit by Car,MIRAMAR,3745.0135364874186,PhilArmy
430,Hit by Car,MIRAMAR,4231.909316409438,54ijedgiyuh
431,Punch,MIRAMAR,8389.100125874049,woweisichon012
432,Punch,MIRAMAR,8395.583982200405,woweisichon012
433,P92,MIRAMAR,3803.7019231964014,C-r-e-a-t-e001
434,R45,MIRAMAR,2146.467720029875,fate0zero1hf
435,Hit by Car,MIRAMAR,3965.6570912901684,Electro_Nic
436,Punch,MIRAMAR,3211.2671709593087,WESFS
437,P1911,MIRAMAR,5071.6566589832355,DavyJonesthe1st
438,P1911,MIRAMAR,5042.219224780791,DavyJonesthe1st
439,Punch,MIRAMAR,4936.598453018637,yongge946
440,P92,MIRAMAR,3748.516706675988,TheHN390287
441,Punch,MIRAMAR,3219.071927656168,FKC22KME
442,Punch,MIRAMAR,5028.860691384978,MasterTop1
443,R45,MIRAMAR,3272.7921656837607,LIQBUG
444,Hit by Car,MIRAMAR,8556.442205689247,SophieDog
445,Hit by Car,MIRAMAR,4742.350560451852,A-sen0
446,P92,MIRAMAR,1993.6196471706933,DaddyDrogo
447,Hit by Car,MIRAMAR,5615.3469358116245,BreezTown
448,Hit by Car,MIRAMAR,3460.0914002658947,UniqueFJX
449,Punch,MIRAMAR,8683.332167675091,Cha2222
450,R45,MIRAMAR,3785.023896689689,FFxx003
451,P1911,MIRAMAR,4916.499094120124,TKLIANG
452,Hit by Car,MIRAMAR,2351.515924285651,NAMHUNTER
453,Hit by Car,MIRAMAR,2333.6628609381432,NAMHUNTER
454,P1911,MIRAMAR,3906.0103271804087,weinersinabun
455,P92,MIRAMAR,3272.749737851796,DuoShui
456,Punch,MIRAMAR,4536.261497014915,Vanpooooo1
457,Punch,MIRAMAR,4664.716164515587,Liingwoaini
458,P1911,MIRAMAR,3720.2146290655055,And_Coats
459,Punch,MIRAMAR,3181.96902800593,cpandxr
460,Pan,MIRAMAR,6256.446408294807,JeroGT
461,Punch,MIRAMAR,3776.1249321923915,zhaobozzz
462,Punch,MIRAMAR,3178.2271987184936,cpandxr
463,Punch,MIRAMAR,3719.5466521190456,SHZGYL
464,Punch,MIRAMAR,4646.497817162621,Ychao2018
465,P92,MIRAMAR,3727.3650935191467,understandCC
466,Punch,MIRAMAR,5620.379893207398,SHZGYL
467,R45,MIRAMAR,3831.6865640720143,dianodian
468,P18C,MIRAMAR,3670.1776251391434,shehuinixingg
469,Punch,MIRAMAR,3749.6574263535063,ifsaywhy
